pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-02T09:28:43Z,2019-03-02T09:34:48Z,1,0.76,5.5,2.64,0,11.44,yellow,credit card,Gramercy,East Village,Manhattan,Manhattan
2019-03-02T09:40:52Z,2019-03-02T10:06:47Z,1,2.95,17.5,0,0,18.3,green,credit card,Erasmus,East Flatbush/Remsen Village,Brooklyn,Brooklyn
2019-03-02T09:45:41Z,2019-03-02T09:56:49Z,1,2.5,10,0,0,13.3,yellow,cash,Central Harlem North,Upper East Side North,Manhattan,Manhattan
2019-03-02T09:57:31Z,2019-03-02T10:00:31Z,1,0.58,4.5,1.56,0,9.36,yellow,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-02T10:11:06Z,2019-03-02T10:17:50Z,1,1.24,6,2.33,0,11.63,yellow,credit card,Clinton East,Midtown South,Manhattan,Manhattan
2019-03-02T10:47:45Z,2019-03-02T10:56:08Z,3,0.95,7.5,2.16,0,12.96,yellow,credit card,West Village,Flatiron,Manhattan,Manhattan
2019-03-02T10:48:29Z,2019-03-02T10:57:30Z,1,2.19,9,3.08,0,15.38,yellow,credit card,Yorkville West,Midtown East,Manhattan,Manhattan
2019-03-02T10:48:31Z,2019-03-02T10:59:18Z,5,2.71,11,3.58,0,17.88,yellow,credit card,West Chelsea/Hudson Yards,Upper West Side South,Manhattan,Manhattan
2019-03-02T10:51:48Z,2019-03-02T10:57:47Z,2,0.77,5.5,1.2,0,10,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019-03-02T10:52:25Z,2019-03-02T10:59:52Z,2,1.89,8.5,2.95,0,14.75,yellow,credit card,Midtown North,Upper West Side South,Manhattan,Manhattan
2019-03-02T11:01:09Z,2019-03-02T11:21:11Z,2,3.63,16,2,0,21.3,yellow,credit card,Union Sq,Yorkville West,Manhattan,Manhattan
2019-03-02T11:06:52Z,2019-03-02T11:08:29Z,1,0.51,3.5,1.08,0,5.38,green,credit card,East Harlem North,East Harlem North,Manhattan,Manhattan
2019-03-02T11:07:18Z,2019-03-02T11:14:09Z,1,1.39,7,0,0,10.3,yellow,cash,Little Italy/NoLiTa,Gramercy,Manhattan,Manhattan
2019-03-02T11:12:13Z,2019-03-02T11:25:25Z,1,2.37,11,0.02,0,11.82,yellow,credit card,Manhattan Valley,East Harlem North,Manhattan,Manhattan
2019-03-02T11:31:58Z,2019-03-02T12:20:52Z,1,25.28,70,0,0,70.8,yellow,credit card,East Harlem North,Brooklyn Heights,Manhattan,Brooklyn
2019-03-02T11:43:22Z,2019-03-02T12:02:28Z,1,3.9,16,0,0,19.3,yellow,cash,UN/Turtle Bay South,Long Island City/Hunters Point,Manhattan,Queens
2019-03-02T11:49:30Z,2019-03-02T11:58:14Z,2,2.69,10.5,2.76,0,16.56,yellow,credit card,Upper West Side South,Clinton East,Manhattan,Manhattan
2019-03-02T12:00:03Z,2019-03-02T12:16:11Z,1,4.58,16.5,3,0,22.8,yellow,credit card,Midtown South,Seaport,Manhattan,Manhattan
2019-03-02T12:12:26Z,2019-03-02T12:20:17Z,1,1.53,7.5,2.16,0,12.96,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019-03-02T12:18:02Z,2019-03-02T12:37:42Z,1,3.25,15,3.66,0,21.96,yellow,credit card,Penn Station/Madison Sq West,East Village,Manhattan,Manhattan
2019-03-02T12:19:59Z,2019-03-02T12:43:46Z,5,8.58,26.5,0,0,27.3,yellow,credit card,Queens Village,Ozone Park,Queens,Queens
2019-03-02T12:25:10Z,2019-03-02T12:36:34Z,3,4.8,15.5,3.75,0,22.55,yellow,credit card,Yorkville East,Lower East Side,Manhattan,Manhattan
2019-03-02T12:25:56Z,2019-03-02T12:45:44Z,5,10.18,29.5,0.06,5.76,38.62,yellow,credit card,LaGuardia Airport,Midtown East,Queens,Manhattan
2019-03-02T12:57:01Z,2019-03-02T13:08:22Z,6,2.1,9.5,1,0,13.8,yellow,credit card,Lincoln Square East,Flatiron,Manhattan,Manhattan
2019-03-02T13:17:24Z,2019-03-02T13:28:48Z,1,1.8,9.5,0,0,12.8,yellow,cash,SoHo,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-02T13:39:49Z,2019-03-02T13:49:08Z,1,1.66,8,0,0,11.3,yellow,cash,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
2019-03-02T13:39:58Z,2019-03-02T14:07:02Z,1,10.5,30.5,7.91,5.76,47.47,yellow,credit card,LaGuardia Airport,West Village,Queens,Manhattan
2019-03-02T14:04:19Z,2019-03-02T14:12:25Z,1,1.5,7.5,1.62,0,12.42,yellow,credit card,Clinton East,Upper East Side South,Manhattan,Manhattan
2019-03-02T14:33:46Z,2019-03-02T14:38:07Z,1,0.4,5,0,0,8.3,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-02T14:46:54Z,2019-03-02T14:58:46Z,1,1.3,9,2.45,0,14.75,yellow,credit card,Central Park,Upper West Side South,Manhattan,Manhattan
2019-03-02T14:48:17Z,2019-03-02T14:55:42Z,1,0.78,6.5,1.96,0,11.76,yellow,credit card,Flatiron,East Chelsea,Manhattan,Manhattan
2019-03-02T14:49:24Z,2019-03-02T14:54:12Z,1,1.02,5.5,0,0,8.8,yellow,cash,Midtown East,Upper East Side North,Manhattan,Manhattan
2019-03-02T15:02:23Z,2019-03-02T15:16:38Z,1,2.1,11,0,0,14.3,yellow,cash,Lincoln Square East,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-02T15:08:55Z,2019-03-02T15:16:40Z,1,1.2,7,0,0,10.3,yellow,cash,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
2019-03-02T15:14:58Z,2019-03-02T15:22:33Z,2,1.19,7,2.06,0,12.36,yellow,credit card,Upper West Side South,Clinton East,Manhattan,Manhattan
2019-03-02T15:20:58Z,2019-03-02T15:24:47Z,2,0.55,4.5,1.56,0,11.31,yellow,credit card,East Village,Greenwich Village South,Manhattan,Manhattan
2019-03-02T15:59:53Z,2019-03-02T16:39:43Z,2,17.8,52,12.21,5.76,73.27,yellow,credit card,Times Sq/Theatre District,JFK Airport,Manhattan,Queens
2019-03-02T16:03:01Z,2019-03-02T16:07:57Z,4,1.4,6.5,0,0,9.8,yellow,cash,Midtown South,Midtown North,Manhattan,Manhattan
2019-03-02T16:08:03Z,2019-03-02T16:21:18Z,1,2.23,10.5,2.76,0,16.56,yellow,credit card,Midtown Center,Greenwich Village South,Manhattan,Manhattan
2019-03-02T16:24:08Z,2019-03-02T16:26:36Z,1,0.6,4,0,0,4.8,green,NA,Morningside Heights,Hamilton Heights,Manhattan,Manhattan
2019-03-02T16:26:56Z,2019-03-02T16:31:23Z,1,0.6,5,1.65,0,9.95,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019-03-02T16:27:34Z,2019-03-02T16:41:30Z,2,1.7,10.5,0,0,13.8,yellow,cash,Greenwich Village South,Midtown South,Manhattan,Manhattan
2019-03-02T16:29:57Z,2019-03-02T16:34:41Z,1,0.86,5.5,1.76,0,10.56,yellow,credit card,Penn Station/Madison Sq West,Flatiron,Manhattan,Manhattan
2019-03-02T16:34:27Z,2019-03-02T16:39:25Z,1,0.8,5.5,1.76,0,10.56,yellow,credit card,Greenwich Village North,West Village,Manhattan,Manhattan
2019-03-02T16:44:47Z,2019-03-02T17:12:53Z,1,3.5,18.5,0,0,21.8,yellow,cash,Midtown North,Lower East Side,Manhattan,Manhattan
2019-03-02T16:49:29Z,2019-03-02T16:59:37Z,1,1.07,8,2.26,0,13.56,yellow,credit card,Union Sq,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-02T17:13:59Z,2019-03-02T17:32:31Z,1,2.37,13,3.26,0,19.56,yellow,credit card,East Village,Clinton East,Manhattan,Manhattan
2019-03-02T17:29:24Z,2019-03-02T17:35:57Z,1,1.9,7.5,4,0,14.8,yellow,credit card,Midtown Center,Upper East Side North,Manhattan,Manhattan
2019-03-02T17:36:56Z,2019-03-02T17:46:32Z,1,1.7,8.5,1,0,12.8,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan
2019-03-02T17:38:03Z,2019-03-02T17:47:01Z,6,1.08,7.5,2.7,0,13.5,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan
2019-03-02T17:39:37Z,2019-03-02T18:12:01Z,1,4.68,22,0,0,25.3,yellow,cash,East Harlem South,Greenwich Village North,Manhattan,Manhattan
2019-03-02T17:40:53Z,2019-03-02T17:59:26Z,2,2.76,13.5,3.36,0,20.16,yellow,credit card,East Harlem South,Midtown Center,Manhattan,Manhattan
2019-03-02T17:42:00Z,2019-03-02T17:42:06Z,1,0,2.5,0,0,3.3,yellow,cash,Long Island City/Hunters Point,Long Island City/Hunters Point,Queens,Queens
2019-03-02T17:46:29Z,2019-03-02T18:20:10Z,1,17.28,52,0,5.76,61.06,yellow,cash,JFK Airport,Stuy Town/Peter Cooper Village,Queens,Manhattan
2019-03-02T17:47:31Z,2019-03-02T17:56:17Z,1,1.73,8.5,1,0,10.3,green,credit card,Rego Park,Forest Hills,Queens,Queens
2019-03-02T17:57:52Z,2019-03-02T18:57:23Z,1,23.33,52,12.21,5.76,73.27,yellow,credit card,JFK Airport,Lincoln Square West,Queens,Manhattan
2019-03-02T18:08:15Z,2019-03-02T18:32:16Z,3,5.5,20.5,0,0,23.8,yellow,credit card,Bloomingdale,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-02T18:20:08Z,2019-03-02T18:44:15Z,1,6,22.5,0,0,25.8,yellow,cash,Midtown Center,Financial District South,Manhattan,Manhattan
2019-03-02T18:22:31Z,2019-03-02T18:33:00Z,1,1.47,8.5,2.36,0,14.16,yellow,credit card,West Village,Flatiron,Manhattan,Manhattan
2019-03-02T18:23:13Z,2019-03-02T18:33:08Z,1,1.65,8.5,0,0,9.3,green,cash,DUMBO/Vinegar Hill,Boerum Hill,Brooklyn,Brooklyn
2019-03-02T18:25:39Z,2019-03-02T18:49:09Z,1,2.55,15.5,4.7,0,23.5,yellow,credit card,Central Park,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-02T18:27:57Z,2019-03-02T18:54:12Z,2,4.9,21,4.86,0,29.16,yellow,credit card,Union Sq,Upper West Side North,Manhattan,Manhattan
2019-03-02T18:39:54Z,2019-03-02T19:01:13Z,6,2.85,14.5,0,0,17.8,yellow,cash,Midtown North,West Village,Manhattan,Manhattan
2019-03-02T18:43:05Z,2019-03-02T18:51:06Z,1,1.01,6.5,0,0,7.3,green,credit card,Astoria,Old Astoria,Queens,Queens
2019-03-02T18:47:29Z,2019-03-02T18:54:15Z,1,0.95,6.5,1,0,10.8,yellow,credit card,TriBeCa/Civic Center,Greenwich Village South,Manhattan,Manhattan
2019-03-02T18:48:36Z,2019-03-02T18:54:44Z,1,0.94,6,1.86,0,11.16,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan
2019-03-02T18:55:45Z,2019-03-02T18:59:37Z,1,0.34,4.5,0.78,0,8.58,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan
2019-03-02T18:59:37Z,2019-03-02T19:18:57Z,2,1.7,13,4.05,0,20.35,yellow,credit card,Greenwich Village North,Midtown South,Manhattan,Manhattan
2019-03-02T19:01:36Z,2019-03-02T19:08:46Z,0,1.4,7,0,0,10.3,yellow,NA,Upper East Side South,Murray Hill,Manhattan,Manhattan
2019-03-02T19:03:24Z,2019-03-02T19:26:13Z,1,5,19,0.5,0,22.8,yellow,credit card,Midtown South,Old Astoria,Manhattan,Queens
2019-03-02T19:09:05Z,2019-03-02T19:15:40Z,6,0.87,6,0,0,9.3,yellow,cash,Flatiron,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-02T19:09:35Z,2019-03-02T19:26:31Z,3,3.77,14.5,3.56,0,21.36,yellow,credit card,Midtown South,Yorkville West,Manhattan,Manhattan
2019-03-02T19:17:49Z,2019-03-02T19:30:05Z,2,1.62,9,2.46,0,14.76,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan
2019-03-02T19:20:18Z,2019-03-02T19:21:06Z,1,0.1,2.5,0,0,5.8,yellow,NA,Lenox Hill West,Upper East Side South,Manhattan,Manhattan
2019-03-02T19:25:01Z,2019-03-02T19:28:00Z,1,0.4,4,1.2,0,6,green,credit card,Central Harlem,Central Harlem North,Manhattan,Manhattan
2019-03-02T19:36:34Z,2019-03-02T20:05:06Z,1,3.37,18.5,3,0,24.8,yellow,credit card,Upper East Side South,Union Sq,Manhattan,Manhattan
2019-03-02T19:50:23Z,2019-03-02T20:04:19Z,2,1.6,10,2.75,0,16.55,yellow,credit card,TriBeCa/Civic Center,East Village,Manhattan,Manhattan
2019-03-02T20:11:54Z,2019-03-02T20:16:02Z,2,0.5,4.5,0,0,8.3,yellow,cash,Midtown East,Murray Hill,Manhattan,Manhattan
2019-03-02T20:22:04Z,2019-03-02T20:28:28Z,1,0.9,6,3,0,12.8,yellow,credit card,West Village,SoHo,Manhattan,Manhattan
2019-03-02T20:25:01Z,2019-03-02T20:28:04Z,1,0.52,4,1.95,0,9.75,yellow,credit card,Flatiron,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-02T20:52:08Z,2019-03-02T20:54:28Z,2,0,3.5,0,0,7.3,yellow,cash,Midtown South,Midtown South,Manhattan,Manhattan
2019-03-02T21:14:18Z,2019-03-02T21:22:08Z,1,1.37,7,1.66,0,9.96,green,credit card,Fort Greene,Clinton Hill,Brooklyn,Brooklyn
2019-03-02T21:20:04Z,2019-03-02T21:31:07Z,1,0.89,8,1.77,0,13.57,yellow,credit card,Midtown North,Clinton East,Manhattan,Manhattan
2019-03-02T21:41:29Z,2019-03-02T21:46:09Z,2,0.51,55,0,0,55,green,credit card,Maspeth,Ridgewood,Queens,Queens
2019-03-02T21:42:07Z,2019-03-02T22:01:15Z,1,2.5,13.5,3.45,0,20.75,yellow,credit card,SoHo,Murray Hill,Manhattan,Manhattan
2019-03-02T21:47:50Z,2019-03-02T21:55:34Z,1,1.48,7.5,1.76,0,10.56,green,credit card,Forest Hills,Kew Gardens Hills,Queens,Queens
2019-03-02T21:57:46Z,2019-03-02T22:15:35Z,2,3.35,14,0,0,15.3,green,cash,Washington Heights South,University Heights/Morris Heights,Manhattan,Bronx
2019-03-02T22:32:31Z,2019-03-02T22:41:00Z,1,1.44,7.5,0,0,8.8,green,cash,Hamilton Heights,Central Harlem North,Manhattan,Manhattan
2019-03-02T22:42:20Z,2019-03-02T22:56:52Z,1,2.3,11.5,3.8,0,19.1,yellow,credit card,Times Sq/Theatre District,Upper West Side South,Manhattan,Manhattan
2019-03-02T22:56:52Z,2019-03-02T22:59:51Z,1,0.54,4.5,0,0,5.8,green,cash,Morningside Heights,Morningside Heights,Manhattan,Manhattan
2019-03-02T23:02:04Z,2019-03-02T23:13:30Z,1,2,9.5,2,0,12.8,green,credit card,Astoria,Sunnyside,Queens,Queens
2019-03-02T23:03:46Z,2019-03-02T23:14:11Z,4,1.52,8.5,2.46,0,14.76,yellow,credit card,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-02T23:05:34Z,2019-03-02T23:28:35Z,2,2.77,15.5,3.86,0,23.16,yellow,credit card,Lincoln Square East,Gramercy,Manhattan,Manhattan
2019-03-02T23:07:24Z,2019-03-02T23:23:49Z,1,2.08,12,2,0,17.8,yellow,credit card,Midtown Center,Lincoln Square West,Manhattan,Manhattan
2019-03-02T23:18:52Z,2019-03-02T23:37:40Z,1,3.48,15.5,3.86,0,23.16,yellow,credit card,East Village,Clinton East,Manhattan,Manhattan
2019-03-02T23:51:46Z,2019-03-02T23:51:49Z,1,0,14,2.86,0,17.16,yellow,credit card,Lenox Hill East,Lenox Hill East,Manhattan,Manhattan
2019-03-02T23:52:21Z,2019-03-03T00:06:59Z,1,3.53,13,0,0,16.8,yellow,cash,Manhattan Valley,Garment District,Manhattan,Manhattan
2019-03-02T23:55:24Z,2019-03-03T00:04:02Z,1,1.6,8,2.36,0,14.16,yellow,credit card,Central Park,Upper West Side North,Manhattan,Manhattan
2019-03-03T00:12:50Z,2019-03-03T00:23:26Z,2,1.9,9,0,0,12.8,yellow,cash,East Village,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-03T00:24:50Z,2019-03-03T00:56:17Z,1,4.72,22,5.16,0,30.96,yellow,credit card,Meatpacking/West Village West,Williamsburg (South Side),Manhattan,Brooklyn
2019-03-03T00:26:40Z,2019-03-03T00:41:36Z,5,2.29,11,2.46,0,14.76,green,credit card,Bushwick North,Williamsburg (South Side),Brooklyn,Brooklyn
2019-03-03T00:39:49Z,2019-03-03T01:00:18Z,1,3.74,16,5.19,0,22.49,green,credit card,Williamsburg (South Side),Sunnyside,Brooklyn,Queens
2019-03-03T00:53:01Z,2019-03-03T01:08:24Z,1,2.8,12.5,3.25,0,19.55,yellow,credit card,Lower East Side,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-03T00:55:06Z,2019-03-03T01:12:15Z,2,4,16,1.2,0,21,yellow,credit card,Times Sq/Theatre District,Lower East Side,Manhattan,Manhattan
2019-03-03T01:14:14Z,2019-03-03T01:23:08Z,1,1.23,7.5,2.26,0,13.56,yellow,credit card,TriBeCa/Civic Center,East Village,Manhattan,Manhattan
2019-03-03T01:19:54Z,2019-03-03T01:25:48Z,2,1,5.5,1.85,0,11.15,yellow,credit card,West Village,SoHo,Manhattan,Manhattan
2019-03-03T01:23:26Z,2019-03-03T01:40:55Z,6,3.38,14.5,3.66,0,21.96,yellow,credit card,Williamsburg (South Side),Greenwich Village North,Brooklyn,Manhattan
2019-03-03T01:24:45Z,2019-03-03T01:29:32Z,1,0.8,5,1.75,0,10.55,yellow,credit card,NA,West Chelsea/Hudson Yards,NA,Manhattan
2019-03-03T01:38:40Z,2019-03-03T01:49:06Z,5,2.07,9.5,2.66,0,15.96,yellow,credit card,SoHo,Kips Bay,Manhattan,Manhattan
2019-03-03T01:48:25Z,2019-03-03T02:22:32Z,1,9.6,33,0,0,34.3,green,credit card,Kew Gardens Hills,Crown Heights North,Queens,Brooklyn
2019-03-03T02:12:40Z,2019-03-03T02:38:09Z,1,5.9,22,5,0,30.8,yellow,credit card,West Village,Crown Heights North,Manhattan,Brooklyn
2019-03-03T02:36:35Z,2019-03-03T02:56:38Z,1,3.8,16,0,0,20.05,green,cash,Williamsburg (North Side),Greenwich Village South,Brooklyn,Manhattan
2019-03-03T02:51:25Z,2019-03-03T03:08:36Z,1,4.65,17,4.16,0,24.96,yellow,credit card,Williamsburg (North Side),Lenox Hill West,Brooklyn,Manhattan
2019-03-03T03:03:11Z,2019-03-03T03:13:09Z,1,0.99,8,0,0,11.8,yellow,credit card,East Village,SoHo,Manhattan,Manhattan
2019-03-03T03:07:18Z,2019-03-03T03:27:44Z,1,8.6,26.5,0,0,30.3,yellow,cash,Yorkville West,Belmont,Manhattan,Bronx
2019-03-03T03:08:32Z,2019-03-03T03:19:21Z,1,1.25,8.5,3,0,15.3,yellow,credit card,SoHo,Lower East Side,Manhattan,Manhattan
2019-03-03T03:11:04Z,2019-03-03T03:18:07Z,2,1.76,7.5,3.39,0,14.69,yellow,credit card,Gramercy,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-03T03:58:32Z,2019-03-03T04:08:33Z,3,1.85,9,1,0,13.8,yellow,credit card,Midtown South,West Village,Manhattan,Manhattan
2019-03-03T04:11:09Z,2019-03-03T04:17:14Z,1,0.8,6,0,0,9.8,yellow,cash,Lower East Side,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-03T04:15:43Z,2019-03-03T04:34:26Z,1,3.54,15,3.26,0,19.56,green,credit card,Forest Hills,East Elmhurst,Queens,Queens
2019-03-03T04:17:10Z,2019-03-03T04:37:33Z,1,5.27,19.5,4.66,0,27.96,yellow,credit card,Penn Station/Madison Sq West,Central Harlem,Manhattan,Manhattan
2019-03-03T04:31:42Z,2019-03-03T04:44:38Z,1,2.2,11,0,0,14.8,yellow,credit card,Midtown South,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-03T04:50:15Z,2019-03-03T05:04:47Z,1,3.37,13,1,0,17.8,yellow,credit card,Two Bridges/Seward Park,Union Sq,Manhattan,Manhattan
2019-03-03T04:58:06Z,2019-03-03T05:12:53Z,5,4.48,15,3.76,0,22.56,yellow,credit card,West Chelsea/Hudson Yards,Lenox Hill West,Manhattan,Manhattan
2019-03-03T07:45:00Z,2019-03-03T08:00:02Z,1,5.1,16.5,3.95,0,23.75,yellow,credit card,West Chelsea/Hudson Yards,Central Park,Manhattan,Manhattan
2019-03-03T07:48:48Z,2019-03-03T07:53:53Z,1,1.57,7,0,0,10.3,yellow,cash,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-03T08:15:17Z,2019-03-03T08:20:28Z,1,1.2,6,1.4,0,10.7,yellow,credit card,Murray Hill,Union Sq,Manhattan,Manhattan
2019-03-03T08:51:29Z,2019-03-03T09:00:28Z,6,1.6,8.5,0,0,9.3,green,cash,North Corona,Woodside,Queens,Queens
2019-03-03T08:51:30Z,2019-03-03T08:55:58Z,2,1.4,6,1.85,0,11.15,yellow,credit card,Yorkville West,East Harlem North,Manhattan,Manhattan
2019-03-03T08:52:15Z,2019-03-03T08:54:35Z,1,0.82,4.5,1,0,8.8,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill West,Manhattan,Manhattan
2019-03-03T09:00:08Z,2019-03-03T09:09:05Z,6,2.56,9.5,1.5,0,14.3,yellow,credit card,Upper West Side North,Upper East Side South,Manhattan,Manhattan
2019-03-03T09:25:55Z,2019-03-03T09:34:53Z,1,1.78,8.5,1.5,0,13.3,yellow,credit card,Midtown North,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-03T10:04:05Z,2019-03-03T10:15:20Z,1,2.58,11,1,0,15.3,yellow,credit card,Morningside Heights,Central Park,Manhattan,Manhattan
2019-03-03T10:14:46Z,2019-03-03T10:55:52Z,1,9.08,33,0,0,33.8,green,credit card,Starrett City,Boerum Hill,Brooklyn,Brooklyn
2019-03-03T10:21:29Z,2019-03-03T10:26:54Z,2,1.34,6.5,1.47,0,11.27,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan
2019-03-03T11:50:33Z,2019-03-03T12:04:38Z,2,2.09,10.5,2.76,0,16.56,yellow,credit card,Stuy Town/Peter Cooper Village,Greenwich Village South,Manhattan,Manhattan
2019-03-03T11:52:38Z,2019-03-03T12:03:12Z,4,2.52,10,1,0,14.3,yellow,credit card,Lincoln Square East,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-03T11:58:19Z,2019-03-03T12:04:32Z,2,1.19,6.5,2,0,11.8,yellow,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan
2019-03-03T12:11:26Z,2019-03-03T12:38:26Z,1,5.1,21,4.9,0,29.45,green,credit card,Central Harlem North,Midtown East,Manhattan,Manhattan
2019-03-03T12:11:44Z,2019-03-03T12:17:54Z,1,0.9,6,0,0,9.3,yellow,cash,Gramercy,Midtown South,Manhattan,Manhattan
2019-03-03T12:20:41Z,2019-03-03T12:29:23Z,6,1.28,7.5,2.16,0,12.96,yellow,credit card,Union Sq,Lower East Side,Manhattan,Manhattan
2019-03-03T12:20:58Z,2019-03-03T12:55:58Z,6,19.94,52,0,5.76,61.06,yellow,cash,Upper East Side South,JFK Airport,Manhattan,Queens
2019-03-03T12:32:19Z,2019-03-03T13:09:09Z,1,19.01,48.89,0,5.76,55.15,green,credit card,Bronxdale,Crown Heights North,Bronx,Brooklyn
2019-03-03T12:35:44Z,2019-03-03T12:42:41Z,1,1.4,7,0,0,10.3,yellow,cash,Murray Hill,Midtown North,Manhattan,Manhattan
2019-03-03T12:36:37Z,2019-03-03T12:50:27Z,2,2.23,11,0,0,14.3,yellow,credit card,Midtown East,East Chelsea,Manhattan,Manhattan
2019-03-03T12:37:51Z,2019-03-03T12:52:14Z,1,10.3,28.5,0,0,29.3,yellow,cash,JFK Airport,Rego Park,Queens,Queens
2019-03-03T12:55:38Z,2019-03-03T13:01:05Z,1,0.85,5.5,0,0,8.8,yellow,cash,Midtown Center,Murray Hill,Manhattan,Manhattan
2019-03-03T13:13:56Z,2019-03-03T13:22:47Z,1,1.3,8,1.7,0,13,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
2019-03-03T13:23:27Z,2019-03-03T13:35:31Z,1,1.67,10,0,0,13.3,yellow,cash,Central Park,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-03T13:25:24Z,2019-03-03T13:36:43Z,1,1.63,9.5,1.28,0,14.08,yellow,credit card,Flatiron,Clinton East,Manhattan,Manhattan
2019-03-03T13:27:42Z,2019-03-03T13:40:30Z,1,2.8,12.5,0,0,13.8,green,credit card,Starrett City,Canarsie,Brooklyn,Brooklyn
2019-03-03T13:38:18Z,2019-03-03T13:49:14Z,5,1.78,9.5,2.56,0,15.36,yellow,credit card,Upper West Side South,Lenox Hill West,Manhattan,Manhattan
2019-03-03T13:41:18Z,2019-03-03T13:46:47Z,1,0.68,5,2,0,10.3,yellow,credit card,Greenwich Village North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-03T13:49:29Z,2019-03-03T13:54:25Z,1,0.84,5.5,1.76,0,10.56,yellow,credit card,Murray Hill,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-03T13:49:59Z,2019-03-03T13:56:45Z,1,1.11,6.5,0,0,7.3,green,cash,Clinton Hill,Fort Greene,Brooklyn,Brooklyn
2019-03-03T13:54:01Z,2019-03-03T14:39:09Z,2,20.39,52,15.26,5.76,76.32,yellow,credit card,JFK Airport,Upper West Side North,Queens,Manhattan
2019-03-03T13:55:15Z,2019-03-03T14:11:13Z,2,2.3,12.5,1,0,16.8,yellow,credit card,Union Sq,Lower East Side,Manhattan,Manhattan
2019-03-03T13:57:19Z,2019-03-03T14:41:08Z,1,7.88,32,0,0,32.8,yellow,credit card,Boerum Hill,East New York,Brooklyn,Brooklyn
2019-03-03T14:00:29Z,2019-03-03T14:16:12Z,1,2.95,12.5,0,0,13.3,green,cash,Brooklyn Heights,Bedford,Brooklyn,Brooklyn
2019-03-03T14:15:20Z,2019-03-03T14:24:24Z,1,2.3,9.5,0,0,12.8,yellow,cash,World Trade Center,West Village,Manhattan,Manhattan
2019-03-03T14:17:56Z,2019-03-03T14:47:55Z,1,3.04,15.5,0,0,18.8,yellow,cash,Upper West Side South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-03T14:44:57Z,2019-03-03T15:06:59Z,2,3.43,15.5,2,0,20.8,yellow,credit card,East Village,Lenox Hill West,Manhattan,Manhattan
2019-03-03T14:45:49Z,2019-03-03T14:52:31Z,1,0.99,6.5,1.96,0,11.76,yellow,credit card,Central Park,Lincoln Square East,Manhattan,Manhattan
2019-03-03T14:49:24Z,2019-03-03T15:12:17Z,1,3.5,17,4.05,0,24.35,yellow,credit card,SoHo,Midtown East,Manhattan,Manhattan
2019-03-03T15:17:27Z,2019-03-03T15:38:44Z,2,8.49,26,7.32,0,36.62,yellow,credit card,Meatpacking/West Village West,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-03T15:17:53Z,2019-03-03T15:34:10Z,2,3.1,13,3.25,0,19.55,yellow,credit card,Midtown Center,East Village,Manhattan,Manhattan
2019-03-03T15:28:02Z,2019-03-03T15:34:11Z,1,1.06,6,2.79,0,12.09,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan
2019-03-03T15:37:03Z,2019-03-03T15:53:15Z,1,1.6,11.5,2.95,0,17.75,yellow,credit card,East Chelsea,Garment District,Manhattan,Manhattan
